default,housing,loan,poutcome,Log_age,Log_campaign,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,education_primary,education_secondary,education_tertiary,education_unknown,PCA1,yj_balance
0,0,0,1,1.7334511817757603,-0.9636103822329711,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.6004941539414088,-0.29799337799677755
0,1,0,0,0.29484527877292316,-0.9636103822329711,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.4027683183758848,-0.796700090538042
0,0,0,1,-0.8888373626179235,0.10070623510642188,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.6004941539414079,-0.7426937754942887
0,0,0,1,2.402402053159148,0.10070623510642188,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.9502211539698284,0.1779297067834795
0,0,0,1,-0.15232440463483876,0.10070623510642188,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.6004941539414079,-0.6940501523119146
0,1,0,1,0.20972442817788559,0.10070623510642188,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.6004941539414079,-0.28711415885195757
0,1,0,0,-1.1300913584735244,0.10070623510642188,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.6004941539414079,-0.8133437952516079
0,1,0,1,0.37800915380468064,-0.9636103822329711,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.6004941539414079,-0.7434210195997734
0,0,0,0,1.499985066733249,0.10070623510642188,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-0.6004941539414079,-0.5211029461367378
0,1,0,0,-1.3885919626369192,1.1650228524458148,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.9252343713401405,-0.6661739445507262
0,0,0,1,0.7673597708551289,0.10070623510642188,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.6004941539414079,-0.7529067996102484
0,0,1,0,0.12255227656927632,-0.9636103822329711,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.6004941539414079,-0.6374841995039722
0,0,0,1,0.9823221665735395,0.10070623510642188,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-0.6004941539414079,-0.6717058594203997
0,1,0,0,-0.2487959681526066,0.10070623510642188,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.8658011430116,-0.7536389094719724
0,1,1,1,-1.525116438241243,-0.9636103822329711,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6004941539414079,0.2346006159336142
0,0,0,0,0.6166100734573862,1.1650228524458148,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.6004941539414079,-0.6120335000791772
0,1,1,0,-0.6626718943328792,0.10070623510642188,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1.8149714630645573,-0.36188681957410584
